team,opponent_form,team_form,opponent_score,team_score,result
PSG,0.4344033190066098,0.1828377798688171,2,0,0
PSG,0.723447817850001,0.825710951560667,0,0,2
PSG,0.009054161580370979,0.28570756766089034,0,2,1
PSG,0.5894539894846972,0.9271237818644493,2,2,2
PSG,0.6132916848873791,0.9699265253451909,2,3,1
PSG,0.6376882468959355,0.5712604699370973,1,0,0
PSG,0.2420220799808772,0.1430011226657264,0,0,2
PSG,0.7140527233781268,0.37454824337958126,2,0,0
PSG,0.0913914863317764,0.797732263348214,0,2,1
PSG,0.1992703364668008,0.36739072869707046,1,1,2
PSG,0.8774700466544819,0.08701721830278875,4,0,0
PSG,0.7387231507265664,0.5567849109281879,0,0,2
PSG,0.013745554011345251,0.8451208514960348,0,1,1
PSG,0.2483762603698002,0.7959263871435024,0,1,1
PSG,0.21440648299316456,0.17512314013035324,1,1,2
PSG,0.2708063280369726,0.6727646144124667,2,0,0
PSG,0.2475597702798864,0.2205042634356471,0,0,2
PSG,0.06252629574284574,0.21820753455217223,0,0,2
PSG,0.45894051659682034,0.8740717733051852,2,0,0
PSG,0.7327334747861651,0.24966895274023015,3,1,0
PSG,0.6067317247174364,0.2632473465180112,1,0,0
PSG,0.6728716685980798,0.0006533907612995549,1,0,0
PSG,0.08114917853623915,0.8706690341255177,0,0,2
PSG,0.9514907101767872,0.7925948132091347,3,0,0
PSG,0.8384918338430248,0.627328935090678,0,1,1
PSG,0.8050903184956627,0.7502657639388423,2,0,0
PSG,0.8229838050417675,0.1520485674244918,1,0,0
PSG,0.9327105081327614,0.45832359458757543,3,1,0
PSG,0.5442539661136977,0.3512193873487809,3,2,0
PSG,0.2002820178676259,0.09377652625701649,0,0,2
PSG,0.6167836078525412,0.4861304852149241,0,0,2
PSG,0.742881493667939,0.9207396503426354,3,5,1
PSG,0.7379173933540254,0.04005911905069448,2,0,0
PSG,0.5214490241668801,0.2914609134937939,1,1,2
PSG,0.06845871933357806,0.20754093620570346,0,0,2
PSG,0.3711129384301278,0.23814665366569632,1,1,2
PSG,0.9207666084633573,0.9084345518793753,1,2,1
PSG,0.584448909757426,0.4680690542342901,1,1,2
PSG,0.5383319432557134,0.4662994129398188,3,0,0
PSG,0.2688535143821935,0.7605756424552823,0,1,1
PSG,0.3684489199165789,0.1544922040049258,1,0,0
PSG,0.8953460891531693,0.4872653541000508,2,0,0
PSG,0.6664630475268357,0.4299852141210597,1,0,0
PSG,0.7873870267523329,0.5969106905466561,2,1,0
PSG,0.45434542306765513,0.9995577032504386,0,1,1
PSG,0.6302472194561579,0.7694488940820471,1,1,2
PSG,0.24838360874320753,0.3978657030174272,1,0,0
PSG,0.7054608302834863,0.827553052274047,4,2,0
PSG,0.4276013337033373,0.17070836331248018,0,0,2
PSG,0.4425455148147456,0.030463686308960125,0,0,2
PSG,0.6493223245768817,0.20444837246427305,3,0,0
PSG,0.9362806214689267,0.34041155611425966,2,0,0
PSG,0.06400634660862092,0.5105807574595599,0,2,1
PSG,0.8247432373470076,0.6151291405411998,0,2,1
PSG,0.2923831104121931,0.9106057172144217,0,1,1
PSG,0.4439194545063778,0.5098540095504577,0,2,1
PSG,0.021913328775008956,0.5012756446257294,0,3,1
PSG,0.30104607783431303,0.05024300982298213,1,0,0
PSG,0.5026312426301305,0.03491155265622381,1,0,0
PSG,0.05617607734743901,0.5511599619163721,0,2,1
PSG,0.49109572938316515,0.4381786132483445,1,2,1
PSG,0.9271106288584273,0.8391803949802986,1,1,2
PSG,0.10539321810780522,0.16067958471184518,0,0,2
PSG,0.7644407280755043,0.024971662117049598,2,0,0
PSG,0.40967105337599263,0.44903876793012587,3,0,0
PSG,0.655173714524338,0.23747855675225749,2,0,0
PSG,0.26023659798522936,0.04961437333883745,0,0,2
PSG,0.1594922625413583,0.724598286847629,0,2,1
PSG,0.16046261427122643,0.11159299995724747,0,0,2
PSG,0.07049194564314465,0.6083195000077717,0,1,1
PSG,0.18564670490124302,0.28104975016688916,0,2,1
PSG,0.6642193849889683,0.17349605035502202,0,1,1
PSG,0.881690611843508,0.37975152291931746,1,0,0
PSG,0.8141256855911618,0.8014457762229537,1,3,1
PSG,0.6851343098744841,0.3920935769045727,0,1,1
PSG,0.11043186341110267,0.7507696492110557,0,1,1
PSG,0.28918744629594983,0.1254862967991507,0,0,2
PSG,0.309806875322469,0.7727714196650791,0,1,1
PSG,0.24995694639762123,0.23693332490664865,0,1,1
PSG,0.5150056597097231,0.6773931298888728,2,2,2
PSG,0.5355538148796726,0.5657815548409963,2,2,2
PSG,0.3568859751711102,0.9291447172116873,0,2,1
PSG,0.353789158736436,0.38732251797531403,1,0,0
PSG,0.8285555979060814,0.06616518883444045,1,1,2
PSG,0.7892928483196856,0.019155485551252904,0,0,2
PSG,0.30779583168074565,0.8268585609727531,1,2,1
PSG,0.9137884438732593,0.5247356376614322,2,1,0
PSG,0.952815017002506,0.7752440518349493,3,2,0
PSG,0.32674254203004083,0.2344256000115147,0,1,1
PSG,0.35442494879305486,0.34508374551323373,1,0,0
PSG,0.5056341534219588,0.03010387221131894,1,0,0
PSG,0.9411208125336735,0.9614923245741122,2,3,1
PSG,0.8763194331423115,0.6678679067008134,0,2,1
PSG,0.1025679625835898,0.9332050877593062,0,3,1
PSG,0.3927307432714162,0.2654964074290723,0,1,1
PSG,0.5533711897497718,0.6114636112256608,1,2,1
PSG,0.50313247255154,0.6784999682926378,2,1,0
PSG,0.19386306793689267,0.31754970025758844,1,0,0
PSG,0.8588167711681547,0.8481092350156301,2,2,2
PSG,0.6769407829968374,0.9471614629002478,1,0,0
PSG,0.8379083748518036,0.8848551176960043,1,0,0
PSG,0.8587642793494722,0.7390669759393725,3,2,0
PSG,0.7483558536657398,0.27746467972495403,2,0,0
PSG,0.43921060124971734,0.28161604210563174,0,1,1
PSG,0.6105467550154245,0.9633603204460379,0,1,1
PSG,0.16036540611974315,0.010284495935692028,0,0,2
PSG,0.6736454174749077,0.7160499732421445,1,1,2
PSG,0.17925325573928075,0.7062461625552622,0,2,1
PSG,0.6939495905101568,0.6226895409497974,0,0,2
PSG,0.22959816075396866,0.9901088460868658,2,3,1
PSG,0.11755130015021997,0.31187943576372523,0,0,2
PSG,0.16528449014295743,0.3399718637932482,0,1,1
PSG,0.001992135219070268,0.07893940294655555,0,0,2
PSG,0.7187396178535302,0.44279813654373745,1,3,1
PSG,0.7324010490583791,0.2610485262348481,2,2,2
PSG,0.5149333499132595,0.3433867021776442,1,0,0
PSG,0.1613628010553837,0.8345717902556277,0,1,1
PSG,0.08355433751068975,0.9354845135274957,0,2,1
PSG,0.01912896643728701,0.18573307200518563,0,0,2
PSG,0.1657481769652207,0.37250893155346587,0,1,1
PSG,0.8908555349831467,0.9286305621153941,3,4,1
PSG,0.24153684170168177,0.06180846068922263,0,0,2
PSG,0.35427132721721566,0.09236052811137851,1,0,0
PSG,0.10534548448133318,0.16279098920622936,0,2,1
PSG,0.22236130474817029,0.5952128341268748,2,2,2
PSG,0.5192245707802051,0.15047227100599747,2,0,0
PSG,0.6077526830956526,0.9680763814507335,2,3,1
PSG,0.24535231416621106,0.44671452725852034,0,0,2
PSG,0.05773215922511721,0.5015179603501664,0,1,1
PSG,0.39103286912739865,0.2466586158054065,1,0,0
PSG,0.23420337092633414,0.4709602524347335,1,3,1
PSG,0.21955392322980194,0.6619136326370115,0,1,1
PSG,0.9598628027134553,0.7511771369540428,0,4,1
PSG,0.6163004859257241,0.753868082709913,1,1,2
PSG,0.5568784431720959,0.5778911126940883,0,1,1
PSG,0.4157751035233219,0.9043597749938572,1,1,2
PSG,0.42894433343014426,0.8174078473061094,1,1,2
PSG,0.5409050038380808,0.7570481146986254,1,2,1
PSG,0.6964298070361072,0.05560552168046062,3,0,0
PSG,0.7021460961818294,0.006877962219649314,0,0,2
PSG,0.17169390770544957,0.21244727719547296,1,0,0
PSG,0.500112752076627,0.6635235939134523,1,4,1
PSG,0.41195809503410197,0.4111974888825458,0,0,2
PSG,0.8705269662693842,0.40240625929931173,2,0,0
PSG,0.6314189212183764,0.8845868882296137,0,1,1
PSG,0.5325040664159818,0.8955628481318387,0,3,1
PSG,0.11539464217891737,0.9091752640535857,1,5,1
PSG,0.6056378893234114,0.3138780765150273,0,1,1
PSG,0.11720390568023342,0.6910558127392618,0,0,2
PSG,0.33720657556575206,0.27163318127436964,1,0,0
PSG,0.14284196481433187,0.19060983307444979,0,0,2
PSG,0.6920736470243689,0.18463245734736922,1,0,0
PSG,0.2062521138361526,0.34210762086359403,1,1,2
PSG,0.391859373188026,0.4299576197798217,0,1,1
PSG,0.8956747776187787,0.8309491710550684,2,2,2
PSG,0.2043163833989703,0.1198910934727121,0,0,2
PSG,0.5078050639587791,0.7349258473948942,2,3,1
PSG,0.419271661166022,0.5314549141893053,0,1,1
PSG,0.018124041045729733,0.2879453426759925,0,1,1
PSG,0.7927581135728128,0.4928195845328246,0,0,2
PSG,0.06904590631459973,0.29994206977702265,0,0,2
PSG,0.4742550209769536,0.596081955238306,0,0,2
PSG,0.5606782949389499,0.4338439228552442,1,2,1
PSG,0.6284264566145871,0.16440552907887873,1,1,2
PSG,0.6886316293078756,0.11658307455569672,1,0,0
PSG,0.2532723835227151,0.5466956820721302,0,0,2
PSG,0.009978776658449373,0.9024130332861034,0,5,1
PSG,0.723443662354912,0.34395768655768555,1,1,2
PSG,0.5356565993475786,0.7330001072226232,1,1,2
PSG,0.8361177032072488,0.658661354939767,1,2,1
PSG,0.8213883629006943,0.931554914309481,1,0,0
PSG,0.8433261677878832,0.8209810172991409,1,1,2
PSG,0.48509465997954015,0.566605258905463,0,2,1
PSG,0.33362839583686565,0.6570304982341073,1,2,1
PSG,0.79155820259137,0.8983864665840349,0,1,1
PSG,0.45129411302925493,0.3995187845869348,1,1,2
PSG,0.1834421964034345,0.32679470585777737,1,0,0
PSG,0.8549740195614743,0.010811083635196339,1,0,0
PSG,0.8825598767723473,0.8265510741914642,0,1,1
PSG,0.4663097561401701,0.8009807004033649,1,0,0
PSG,0.07569972730978747,0.10445451810015138,0,0,2
PSG,0.38782608991693124,0.5768573811327002,3,1,0
PSG,0.8035376594626034,0.4639816981668874,1,0,0
PSG,0.9017740285462287,0.11870909550911146,1,1,2
PSG,0.20347274249759584,0.9805682270607236,0,3,1
PSG,0.06697361202527152,0.21469588746335544,1,2,1
PSG,0.8773504531328387,0.06723418009056115,1,0,0
PSG,0.3894049389788753,0.5948473795019096,2,0,0
PSG,0.5417609642675633,0.7388666771330327,0,3,1
PSG,0.9680658120507589,0.03244344604718696,1,0,0
PSG,0.06656472791422285,0.6587176387270222,0,0,2
PSG,0.6483180074520956,0.5322918759514544,1,1,2
PSG,0.07410542257486707,0.10326500887504841,0,0,2
PSG,0.3754689284665004,0.17252387694636206,1,1,2
PSG,0.8038145451934468,0.5679742973160805,2,1,0
PSG,0.4334722327556344,0.2963576135132884,0,1,1
PSG,0.9971823539029504,0.9383157286513161,2,2,2
PSG,0.5590592849466022,0.8187402294840508,1,0,0
PSG,0.3211621526359535,0.983567206513663,2,3,1
PSG,0.22011132590475313,0.259670838950414,0,1,1
PSG,0.3505205342861618,0.969723632797977,0,3,1
PSG,0.3725332737595508,0.43123386979155787,0,0,2
PSG,0.06871367772396098,0.3475187953137546,0,1,1
PSG,0.36957419942677316,0.05034952696935324,1,0,0
PSG,0.4642385197392249,0.05276525785960262,0,0,2
PSG,0.7227377522388047,0.6920112559466547,1,1,2
PSG,0.656729484721608,0.4579289944340279,3,1,0
PSG,0.7087656552291542,0.2265216260361057,0,1,1
PSG,0.008363681876857099,0.6139703063252326,0,1,1
PSG,0.21766739958053605,0.2528581182501112,1,2,1
PSG,0.6616842883998565,0.5776317543444226,1,1,2
PSG,0.48398936817974714,0.35920874698269034,3,1,0
PSG,0.005313475668345946,0.823552226611819,0,2,1
PSG,0.8044946424318223,0.8206961607667793,2,1,0
PSG,0.7728095732903374,0.4773503981224013,1,1,2
PSG,0.5484191629935626,0.3508191093350156,0,0,2
PSG,0.06646332577627212,0.36255979655909454,0,1,1
PSG,0.7665150495325846,0.8057145256682179,2,2,2
PSG,0.583713587731364,0.328179482797612,1,0,0
PSG,0.7819599771579592,0.20905937370684602,2,0,0
PSG,0.7517469923958404,0.08468834187530683,1,1,2
PSG,0.8030020719578371,0.4666931208844084,0,1,1
PSG,0.5180080664046248,0.4821320989198419,0,1,1
PSG,0.140324518193515,0.8409087104029072,0,1,1
PSG,0.6711574733796887,0.22123869644606398,3,0,0
PSG,0.6204737850519706,0.3809912736683999,1,1,2
PSG,0.7422531871990872,0.8084057388936909,0,1,1
PSG,0.1698810060507353,0.8236236107489735,0,2,1
PSG,0.19497519990028922,0.3846110759787682,0,0,2
PSG,0.8904095172193285,0.4591240232866809,1,0,0
PSG,0.7499777984520708,0.3032858908492829,0,1,1
PSG,0.9082284887003229,0.9325548784193121,3,2,0
PSG,0.7587153211639207,0.11864376574158031,3,1,0
PSG,0.5971553059903019,0.93374942300147,1,0,0
PSG,0.6541327370278737,0.6838664518353432,0,0,2
PSG,0.88912792394001,0.5315721526867312,3,2,0
PSG,0.5788067545119405,0.032659060784495875,1,0,0
PSG,0.6323913243283874,0.4755961918220083,4,1,0
PSG,0.15647671600360058,0.4077481050027323,1,0,0
PSG,0.4739212201161027,0.16121881197512256,0,0,2
PSG,0.716397111958099,0.6564096035006569,1,1,2
PSG,0.2709426983163654,0.9711509073682858,1,2,1
PSG,0.20225418052453492,0.5621888110645251,0,0,2
PSG,0.31382680822441555,0.7147532764439458,1,1,2
PSG,0.24150062799283345,0.06845045256601678,2,0,0
PSG,0.21491263703639585,0.41766699581699473,0,1,1
PSG,0.42485084286808694,0.11635848516449587,0,1,1
PSG,0.9078385138835341,0.6127958355365104,0,2,1
PSG,0.5070596467387183,0.9384821582141546,1,0,0
PSG,0.18792038081532303,0.6617777324716385,0,2,1
PSG,0.07697166938087407,0.07680304831442153,0,0,2
PSG,0.6961561451379252,0.35466620498508283,1,2,1
PSG,0.38279876443638783,0.5506633794408515,0,2,1
PSG,0.8218309465853593,0.4032077561332522,3,1,0
PSG,0.6595107686407702,0.8336440104751723,1,1,2
PSG,0.7962414505413685,0.8146710047099892,0,4,1
PSG,0.27194603941844875,0.6118310201032214,1,1,2
PSG,0.6923589224610581,0.37345794513270525,1,0,0
PSG,0.2640619846937188,0.25533637376324414,0,0,2
PSG,0.9390684794502916,0.10587431821312931,3,0,0
PSG,0.6363742815333744,0.35489768348655404,1,0,0
PSG,0.3245118001753421,0.4131725172077195,0,0,2
PSG,0.26951186229227264,0.6758229251040736,0,0,2
PSG,0.1909265850716435,0.6581598242975735,0,1,1
PSG,0.6946409588937278,0.07010813964125695,2,0,0
PSG,0.2187156129979273,0.3952593154311578,0,0,2
PSG,0.5953032659274891,0.18177886721736192,1,1,2
PSG,0.26463502692535734,0.1568127053168057,1,1,2
PSG,0.6619689447938686,0.8273021497372459,2,1,0
PSG,0.8149397285405392,0.04191521671625753,4,0,0
PSG,0.7780252431446532,0.41918287590212133,3,0,0
PSG,0.7608513309307817,0.1682036557665182,2,1,0
PSG,0.18772240569225207,0.879330215678474,0,0,2
PSG,0.08838494698451871,0.5570405132750351,0,0,2
PSG,0.6989488284873856,0.23138063637684803,1,1,2
PSG,0.3683472137943513,0.5024272871663764,0,0,2
PSG,0.4323462264033473,0.7314863597031158,1,2,1
PSG,0.031149092793391064,0.9581180089194338,0,2,1
PSG,0.2595764492750492,0.22044600424541894,0,1,1
PSG,0.03367640387446402,0.8861817721293451,0,1,1
PSG,0.8791857726012476,0.9343041141674903,2,1,0
PSG,0.24339668321853047,0.9164205445320662,0,2,1
PSG,0.557337169573008,0.6354143568619098,1,3,1
PSG,0.03897932066113041,0.6298206544347077,0,2,1
PSG,0.6668473913056581,0.4032106331838228,0,1,1
PSG,0.32302734575409386,0.7523978823037879,2,1,0
PSG,0.8979191869576658,0.5312940183509319,3,3,2
PSG,0.8881181889340358,0.6774380712282945,0,2,1
PSG,0.3252906183617478,0.42845790384879545,1,0,0
PSG,0.9009608956904679,0.7314964640431391,2,3,1
PSG,0.9961576734987788,0.8244715176045491,3,0,0
PSG,0.8254156641239481,0.14643625660281612,4,0,0
PSG,0.844871347755229,0.832929715574228,3,1,0
PSG,0.2490087361090899,0.5402965317903072,0,1,1
PSG,0.5767023988577563,0.8446659090902243,2,3,1
PSG,0.06725591396736785,0.4313017063410146,0,0,2
PSG,0.09491793682166971,0.37904048538303503,0,0,2
PSG,0.9988926120332906,0.9150607325172224,3,3,2
PSG,0.32663924942591094,0.2511692675484013,1,1,2
PSG,0.7481839120488464,0.8442123252861431,2,0,0
PSG,0.8066650530268165,0.4840205725094041,3,2,0
PSG,0.8580232710072292,0.5140954425512597,1,0,0
PSG,0.9976282974021565,0.308468281489484,4,1,0
PSG,0.24149648525686784,0.5730422006190157,0,0,2
PSG,0.04035082685969971,0.3252111962762113,0,1,1
PSG,0.411191517994586,0.03926941424165231,1,0,0
PSG,0.13008066982894695,0.27199860534435605,1,2,1
PSG,0.022425889162055124,0.006379043406590679,0,1,1
PSG,0.3604268271414861,0.9783547870568566,0,2,1
PSG,0.7837382510752364,0.9657472098197475,1,0,0
PSG,0.5661806912250709,0.39515529747230504,1,0,0
PSG,0.31277798921035405,0.728370854339646,1,2,1
PSG,0.6543420054927197,0.345806098410425,3,1,0
PSG,0.23201818030881072,0.671093157085976,2,1,0
PSG,0.014381446072085025,0.8054300430459791,0,0,2
PSG,0.7643533864364274,0.9467562446922407,2,4,1
PSG,0.6237430848640091,0.400212275849672,1,1,2
PSG,0.76230262450096,0.7832979829560477,0,0,2
PSG,0.03893801668766561,0.2659284506321188,0,1,1
PSG,0.8371196278306522,0.9903323037936483,0,1,1
PSG,0.6195262000363033,0.025769598764351143,2,0,0
PSG,0.5633953507126401,0.603528806501121,1,3,1
PSG,0.6246140481145316,0.6595059816513271,1,1,2
PSG,0.8644332468683641,0.6880455570741288,2,1,0
PSG,0.5869365065589071,0.12038757878908901,1,0,0
PSG,0.5809503798881793,0.9385297834731304,1,5,1
PSG,0.9906791570657658,0.1811832790500828,1,0,0
PSG,0.756730167068568,0.6227534032398411,1,1,2
PSG,0.4422938054511353,0.22267607912308496,1,0,0
PSG,0.7073970000329277,0.3072164170212709,1,1,2
PSG,0.3892304716917885,0.5464585417281244,2,0,0
PSG,0.228875462483499,0.4171934185645765,0,1,1
PSG,0.5968518768877594,0.1602256009765063,0,0,2
PSG,0.9281820981139515,0.1709364024208483,3,0,0
PSG,0.9291395200154627,0.41814478816279965,1,1,2
PSG,0.3419052781054903,0.7572829782755007,0,3,1
PSG,0.527677466221695,0.8979646468477885,2,2,2
PSG,0.2116358985698612,0.08412766225938284,0,0,2
PSG,0.9956311094988834,0.39310390755940106,1,1,2
PSG,0.9811179078679357,0.10024556372287663,0,0,2
PSG,0.6495089297074473,0.016592480632597884,2,0,0
PSG,0.8044140596774734,0.6617186826439566,2,4,1
PSG,0.7151001612837,0.6024494419665878,1,2,1
PSG,0.5931582190394682,0.1630191138148862,2,1,0
PSG,0.053347996988897695,0.2338128330930641,1,0,0
PSG,0.45476434255266107,0.02370775364451838,1,0,0
PSG,0.6747863021674105,0.8349472056944037,0,2,1
PSG,0.6775316138836847,0.9746905960485515,2,3,1
PSG,0.3731226184223836,0.1354595367946908,0,0,2
PSG,0.9416919866580306,0.23147521376529812,2,0,0
PSG,0.167357032236781,0.868409523946934,0,0,2
PSG,0.5003594462155606,0.9264637979561848,0,2,1
PSG,0.6908839765508228,0.41962738280681033,0,0,2
PSG,0.6971358058918092,0.050622472269074126,2,0,0
PSG,0.6486389567688156,0.0393918336928194,0,0,2
PSG,0.27528821345186016,0.5739498660690104,2,0,0
PSG,0.15620656868662197,0.392895108893179,0,0,2
PSG,0.6359403268267109,0.028652427577654516,0,0,2
PSG,0.5993021161394377,0.5832523923125568,0,1,1
PSG,0.17935601028924097,0.011302536589022472,0,0,2
PSG,0.7051391455705633,0.787371958149273,1,3,1
PSG,0.4551719917336564,0.3064328227033716,1,0,0
PSG,0.6677605916031529,0.0402580030092321,3,0,0
PSG,0.8373670797701507,0.5883522209831533,1,0,0
PSG,0.16972842857692316,0.3976844144330547,1,2,1
PSG,0.01914486799683668,0.9738004133571495,0,2,1
PSG,0.7791025863957868,0.5441986625037022,2,1,0
PSG,0.6096974251526159,0.2752391810370083,0,0,2
PSG,0.6996395696221217,0.7094388646339748,0,0,2
PSG,0.8381549749886426,0.27149200254271133,1,0,0
PSG,0.8028109348245005,0.9042432914075651,1,2,1
PSG,0.9609201469288247,0.37472197050737643,3,1,0
PSG,0.5359350788521182,0.5498685627762052,2,2,2
PSG,0.48849563265990537,0.05057310382422886,0,0,2
PSG,0.4018871998907301,0.4261212379522308,1,1,2
PSG,0.15369104284420454,0.832363539660995,0,1,1
PSG,0.5726072328820224,0.8056488053633419,2,1,0
PSG,0.2770125243259788,0.22431855885352625,0,2,1
PSG,0.9213075122129755,0.22607907101056268,3,0,0
PSG,0.5831908042770976,0.8173053122132368,1,0,0
PSG,0.5928401805081102,0.9303984201693255,1,4,1
PSG,0.35492466087701,0.09536092127300355,0,0,2
PSG,0.05198935197770749,0.45005863942622526,0,2,1
PSG,0.03174376537298862,0.33745427896422897,0,0,2
PSG,0.4233351441531975,0.8706884554574393,0,1,1
PSG,0.08456537809723785,0.08352491468001877,0,0,2
PSG,0.6068469555401391,0.2111259425580374,1,0,0
PSG,0.8809730056396574,0.7524683375864943,2,1,0
PSG,0.8829148165187222,0.051293848981215584,1,0,0
PSG,0.6590454101322324,0.49253538071428926,1,0,0
PSG,0.211231831472931,0.44210703467972,2,2,2
PSG,0.8629968313588721,0.33440117898874866,2,0,0
